,0
0,task
1,idx
2,true_label
3,pred_label
4,answer
5,model
6,"['d3_18_offensive', 416, 0, 1, 'yes', 'openai']"
7,"['d3_18_offensive', 416, 0, 1, 'yes', 'mistral']"
8,"['d3_18_offensive', 416, 0, 1, 'yes', 'meta']"
9,"['d3_18_offensive', 16, 1, 1, 'yes', 'mistral']"
10,"['d3_18_offensive', 16, 1, 1, 'yes', 'meta']"
11,"['d3_18_offensive', 16, 1, 1, 'yes', 'openai']"
12,"['d3_18_offensive', 179, 1, 1, 'yes', 'openai']"
13,"['d3_18_offensive', 179, 1, 1, 'yes', 'meta']"
14,"['d3_18_offensive', 179, 1, 1, 'yes', 'mistral']"
15,"['d3_18_offensive', 145, 1, 1, 'yes', 'openai']"
16,"['d3_18_offensive', 145, 1, 1, 'yes', 'mistral']"
17,"['d3_18_offensive', 145, 1, 1, 'yes', 'meta']"
18,"['d3_18_offensive', 480, 0, 1, 'yes', 'mistral']"
19,"['d3_18_offensive', 480, 0, 1, 'yes', 'meta']"
20,"['d3_18_offensive', 480, 0, 1, 'yes', 'openai']"
21,"['d3_18_offensive', 441, 0, 1, 'yes', 'mistral']"
22,"['d3_18_offensive', 441, 0, 1, 'yes', 'meta']"
23,"['d3_18_offensive', 441, 0, 1, 'yes', 'openai']"
24,"['d3_18_offensive', 581, 0, 1, 'yes', 'mistral']"
25,"['d3_18_offensive', 581, 0, 1, 'yes', 'meta']"
26,"['d3_18_offensive', 581, 0, 1, 'yes', 'openai']"
27,"['d3_18_offensive', 56, 1, 1, 'yes', 'openai']"
28,"['d3_18_offensive', 56, 1, 1, 'yes', 'meta']"
29,"['d3_18_offensive', 56, 1, 0, 'no', 'mistral']"
30,"['d3_18_offensive', 275, 0, 1, 'yes', 'openai']"
31,"['d3_18_offensive', 275, 0, 1, 'yes', 'meta']"
32,"['d3_18_offensive', 275, 0, 1, 'yes', 'mistral']"
33,"['d3_18_offensive', 19, 1, 1, 'yes', 'meta']"
34,"['d3_18_offensive', 19, 1, 1, 'yes', 'openai']"
35,"['d3_18_offensive', 19, 1, 1, 'yes', 'mistral']"
36,"['d3_18_offensive', 142, 1, 1, 'yes', 'mistral']"
37,"['d3_18_offensive', 142, 1, 1, 'yes', 'meta']"
38,"['d3_18_offensive', 142, 1, 1, 'yes', 'openai']"
39,"['d3_18_offensive', 329, 0, 1, 'yes', 'mistral']"
40,"['d3_18_offensive', 329, 0, 1, 'yes', 'meta']"
41,"['d3_18_offensive', 329, 0, 1, 'yes', 'openai']"
42,"['d3_18_offensive', 17, 1, 1, 'yes', 'openai']"
43,"['d3_18_offensive', 17, 1, 1, 'yes', 'meta']"
44,"['d3_18_offensive', 17, 1, 1, 'yes', 'mistral']"
45,"['d3_18_offensive', 129, 1, 1, 'yes', 'meta']"
46,"['d3_18_offensive', 129, 1, 1, 'yes', 'openai']"
47,"['d3_18_offensive', 129, 1, 1, 'yes', 'mistral']"
48,"['d3_18_offensive', 423, 0, 1, 'yes', 'meta']"
49,"['d3_18_offensive', 423, 0, 1, 'yes', 'openai']"
50,"['d3_18_offensive', 423, 0, 1, 'yes', 'mistral']"
51,"['d3_18_offensive', 355, 0, 0, 'no', 'openai']"
52,"['d3_18_offensive', 355, 0, 1, 'yes', 'meta']"
53,"['d3_18_offensive', 355, 0, 0, 'no', 'mistral']"
54,"['d3_18_offensive', 143, 1, 1, 'yes', 'openai']"
55,"['d3_18_offensive', 143, 1, 1, 'yes', 'meta']"
56,"['d3_18_offensive', 143, 1, 1, 'yes', 'mistral']"
57,"['d3_18_offensive', 384, 0, 0, 'no', 'meta']"
58,"['d3_18_offensive', 384, 0, 0, 'no', 'openai']"
59,"['d3_18_offensive', 384, 0, 0, 'no', 'mistral']"
60,"['d3_18_offensive', 527, 0, 1, 'yes', 'openai']"
61,"['d3_18_offensive', 527, 0, 1, 'yes', 'meta']"
62,"['d3_18_offensive', 527, 0, 1, 'yes', 'mistral']"
63,"['d3_18_offensive', 4, 1, 1, 'yes', 'meta']"
64,"['d3_18_offensive', 4, 1, 1, 'yes', 'openai']"
65,"['d3_18_offensive', 4, 1, 1, 'yes', 'mistral']"
66,"['d3_18_offensive', 525, 0, 0, 'no', 'mistral']"
67,"['d3_18_offensive', 525, 0, 1, 'yes', 'meta']"
68,"['d3_18_offensive', 525, 0, 1, 'yes', 'openai']"
69,"['d3_18_offensive', 455, 0, 1, 'yes', 'mistral']"
70,"['d3_18_offensive', 455, 0, 1, 'yes', 'meta']"
71,"['d3_18_offensive', 455, 0, 1, 'yes', 'openai']"
72,"['d3_18_offensive', 221, 0, 0, 'no', 'mistral']"
73,"['d3_18_offensive', 221, 0, 0, 'no', 'meta']"
74,"['d3_18_offensive', 221, 0, 0, 'no', 'openai']"
75,"['d3_18_offensive', 101, 1, 1, 'yes', 'openai']"
76,"['d3_18_offensive', 101, 1, 1, 'yes', 'mistral']"
77,"['d3_18_offensive', 101, 1, 1, 'yes', 'meta']"
78,"['d3_18_offensive', 624, 0, 1, 'yes', 'mistral']"
79,"['d3_18_offensive', 624, 0, 1, 'yes', 'meta']"
80,"['d3_18_offensive', 624, 0, 1, 'yes', 'openai']"
81,"['d3_18_offensive', 219, 0, 0, 'no', 'openai']"
82,"['d3_18_offensive', 219, 0, 0, 'no', 'meta']"
83,"['d3_18_offensive', 219, 0, 0, 'no', 'mistral']"
84,"['d3_18_offensive', 60, 1, 1, 'yes', 'meta']"
85,"['d3_18_offensive', 60, 1, 1, 'yes', 'openai']"
86,"['d3_18_offensive', 60, 1, 1, 'yes', 'mistral']"
87,"['d3_18_offensive', 63, 1, 1, 'yes', 'mistral']"
88,"['d3_18_offensive', 63, 1, 1, 'yes', 'meta']"
89,"['d3_18_offensive', 63, 1, 1, 'yes', 'openai']"
90,"['d3_18_offensive', 552, 0, 0, 'no', 'openai']"
91,"['d3_18_offensive', 552, 0, 0, 'no', 'meta']"
92,"['d3_18_offensive', 552, 0, 0, 'no', 'mistral']"
93,"['d3_18_offensive', 393, 0, 1, 'yes', 'openai']"
94,"['d3_18_offensive', 393, 0, 0, 'no', 'mistral']"
95,"['d3_18_offensive', 393, 0, 1, 'yes', 'meta']"
96,"['d3_18_offensive', 526, 0, 0, 'no', 'meta']"
97,"['d3_18_offensive', 526, 0, 0, 'no', 'openai']"
98,"['d3_18_offensive', 526, 0, 0, 'no', 'mistral']"
99,"['d3_18_offensive', 475, 0, 0, 'no', 'openai']"
100,"['d3_18_offensive', 475, 0, 0, 'no', 'meta']"
101,"['d3_18_offensive', 475, 0, 1, 'yes', 'mistral']"
102,"['d3_18_offensive', 349, 0, 0, 'no', 'mistral']"
103,"['d3_18_offensive', 349, 0, 1, 'yes', 'meta']"
104,"['d3_18_offensive', 349, 0, 0, 'no', 'openai']"
105,"['d3_18_offensive', 634, 0, 1, 'yes', 'mistral']"
106,"['d3_18_offensive', 634, 0, 1, 'yes', 'meta']"
107,"['d3_18_offensive', 634, 0, 1, 'yes', 'openai']"
108,"['d3_18_offensive', 246, 0, 0, 'no', 'openai']"
109,"['d3_18_offensive', 246, 0, 0, 'no', 'meta']"
110,"['d3_18_offensive', 246, 0, 0, 'no', 'mistral']"
111,"['d3_18_offensive', 359, 0, 1, 'yes', 'openai']"
112,"['d3_18_offensive', 359, 0, 1, 'yes', 'meta']"
113,"['d3_18_offensive', 359, 0, 1, 'yes', 'mistral']"
114,"['d3_18_offensive', 540, 0, 0, 'no', 'mistral']"
115,"['d3_18_offensive', 540, 0, 1, 'yes', 'meta']"
116,"['d3_18_offensive', 540, 0, 1, 'yes', 'openai']"
117,"['d3_18_offensive', 403, 0, 0, 'no', 'meta']"
118,"['d3_18_offensive', 403, 0, 0, 'no', 'openai']"
119,"['d3_18_offensive', 403, 0, 0, 'no', 'mistral']"
120,"['d3_18_offensive', 561, 0, 1, 'yes', 'meta']"
121,"['d3_18_offensive', 561, 0, 0, 'no', 'openai']"
122,"['d3_18_offensive', 561, 0, 0, 'no', 'mistral']"
123,"['d3_18_offensive', 376, 0, 0, 'no', 'openai']"
124,"['d3_18_offensive', 376, 0, 1, 'yes', 'meta']"
125,"['d3_18_offensive', 376, 0, 0, 'no', 'mistral']"
126,"['d3_18_offensive', 459, 0, 0, 'no', 'mistral']"
127,"['d3_18_offensive', 459, 0, 0, 'no', 'meta']"
128,"['d3_18_offensive', 459, 0, 0, 'no', 'openai']"
129,"['d3_18_offensive', 29, 1, 1, 'yes', 'openai']"
130,"['d3_18_offensive', 29, 1, 1, 'yes', 'meta']"
131,"['d3_18_offensive', 29, 1, 1, 'yes', 'mistral']"
132,"['d3_18_offensive', 148, 1, 1, 'yes', 'mistral']"
133,"['d3_18_offensive', 148, 1, 1, 'yes', 'meta']"
134,"['d3_18_offensive', 148, 1, 1, 'yes', 'openai']"
135,"['d3_18_offensive', 188, 1, 1, 'yes', 'openai']"
136,"['d3_18_offensive', 188, 1, 1, 'yes', 'mistral']"
137,"['d3_18_offensive', 188, 1, 1, 'yes', 'meta']"
138,"['d3_18_offensive', 52, 1, 1, 'yes', 'meta']"
139,"['d3_18_offensive', 52, 1, 1, 'yes', 'openai']"
140,"['d3_18_offensive', 52, 1, 1, 'yes', 'mistral']"
141,"['d3_18_offensive', 151, 1, 1, 'yes', 'openai']"
142,"['d3_18_offensive', 151, 1, 1, 'yes', 'mistral']"
143,"['d3_18_offensive', 151, 1, 1, 'yes', 'meta']"
144,"['d3_18_offensive', 65, 1, 1, 'yes', 'openai']"
145,"['d3_18_offensive', 65, 1, 1, 'yes', 'meta']"
146,"['d3_18_offensive', 65, 1, 1, 'yes', 'mistral']"
147,"['d3_18_offensive', 181, 1, 1, 'yes', 'openai']"
148,"['d3_18_offensive', 181, 1, 1, 'yes', 'meta']"
149,"['d3_18_offensive', 181, 1, 1, 'yes', 'mistral']"
150,"['d3_18_offensive', 414, 0, 1, 'yes', 'openai']"
151,"['d3_18_offensive', 414, 0, 1, 'yes', 'meta']"
152,"['d3_18_offensive', 414, 0, 1, 'yes', 'mistral']"
153,"['d3_18_offensive', 237, 0, 1, 'yes', 'openai']"
154,"['d3_18_offensive', 237, 0, 1, 'yes', 'meta']"
155,"['d3_18_offensive', 237, 0, 1, 'yes', 'mistral']"
156,"['d3_18_offensive', 241, 0, 1, 'yes', 'openai']"
