,0
0,task
1,idx
2,true_label
3,pred_label
4,answer
5,model
6,"['d3_27_grammar', 528, 1, 0, 'no', 'mistral']"
7,"['d3_27_grammar', 528, 1, 0, 'no', 'meta']"
8,"['d3_27_grammar', 528, 1, 0, 'no', 'openai']"
9,"['d3_27_grammar', 528, 1, 0, 'no', 'gpt4']"
10,"['d3_27_grammar', 20, 1, 1, 'yes', 'openai']"
11,"['d3_27_grammar', 20, 1, 1, 'yes', 'meta']"
12,"['d3_27_grammar', 20, 1, 1, 'yes', 'mistral']"
13,"['d3_27_grammar', 20, 1, 1, 'yes', 'gpt4']"
14,"['d3_27_grammar', 227, 1, 1, 'yes', 'openai']"
15,"['d3_27_grammar', 227, 1, 1, 'yes', 'meta']"
16,"['d3_27_grammar', 227, 1, 1, 'yes', 'mistral']"
17,"['d3_27_grammar', 227, 1, 1, 'yes', 'gpt4']"
18,"['d3_27_grammar', 184, 1, 1, 'yes', 'mistral']"
19,"['d3_27_grammar', 184, 1, 1, 'yes', 'meta']"
20,"['d3_27_grammar', 184, 1, 1, 'yes', 'openai']"
21,"['d3_27_grammar', 184, 1, 1, 'yes', 'gpt4']"
22,"['d3_27_grammar', 608, 0, 0, 'no', 'openai']"
23,"['d3_27_grammar', 608, 0, 0, 'no', 'mistral']"
24,"['d3_27_grammar', 608, 0, 0, 'no', 'meta']"
25,"['d3_27_grammar', 608, 0, 1, 'yes', 'gpt4']"
26,"['d3_27_grammar', 558, 1, 1, 'yes', 'openai']"
27,"['d3_27_grammar', 558, 1, 1, 'yes', 'mistral']"
28,"['d3_27_grammar', 558, 1, 1, 'yes', 'meta']"
29,"['d3_27_grammar', 558, 1, 1, 'yes', 'gpt4']"
30,"['d3_27_grammar', 736, 0, 0, 'no', 'meta']"
31,"['d3_27_grammar', 736, 0, 1, 'yes', 'openai']"
32,"['d3_27_grammar', 736, 0, 1, 'yes', 'mistral']"
33,"['d3_27_grammar', 736, 0, 1, 'yes', 'gpt4']"
34,"['d3_27_grammar', 71, 1, 1, 'yes', 'openai']"
35,"['d3_27_grammar', 71, 1, 0, 'no', 'meta']"
36,"['d3_27_grammar', 71, 1, 1, 'yes', 'mistral']"
37,"['d3_27_grammar', 71, 1, 1, 'yes', 'gpt4']"
38,"['d3_27_grammar', 348, 1, 1, 'yes', 'mistral']"
39,"['d3_27_grammar', 348, 1, 1, 'yes', 'meta']"
40,"['d3_27_grammar', 348, 1, 1, 'yes', 'openai']"
41,"['d3_27_grammar', 348, 1, 1, 'yes', 'gpt4']"
42,"['d3_27_grammar', 24, 1, 1, 'yes', 'openai']"
43,"['d3_27_grammar', 24, 1, 1, 'yes', 'mistral']"
44,"['d3_27_grammar', 24, 1, 1, 'yes', 'meta']"
45,"['d3_27_grammar', 24, 1, 1, 'yes', 'gpt4']"
46,"['d3_27_grammar', 180, 1, 1, 'yes', 'openai']"
47,"['d3_27_grammar', 180, 1, 0, 'no', 'meta']"
48,"['d3_27_grammar', 180, 1, 1, 'yes', 'mistral']"
49,"['d3_27_grammar', 180, 1, 1, 'yes', 'gpt4']"
50,"['d3_27_grammar', 417, 1, 1, 'yes', 'openai']"
51,"['d3_27_grammar', 417, 1, 1, 'yes', 'meta']"
52,"['d3_27_grammar', 417, 1, 1, 'yes', 'mistral']"
53,"['d3_27_grammar', 417, 1, 1, 'yes', 'gpt4']"
54,"['d3_27_grammar', 21, 1, 0, 'no', 'meta']"
55,"['d3_27_grammar', 21, 1, 0, 'no', 'openai']"
56,"['d3_27_grammar', 21, 1, 0, 'no', 'mistral']"
57,"['d3_27_grammar', 21, 1, 1, 'yes', 'gpt4']"
58,"['d3_27_grammar', 164, 1, 1, 'yes', 'openai']"
59,"['d3_27_grammar', 164, 1, 1, 'yes', 'meta']"
60,"['d3_27_grammar', 164, 1, 1, 'yes', 'mistral']"
61,"['d3_27_grammar', 164, 1, 1, 'yes', 'gpt4']"
62,"['d3_27_grammar', 536, 1, 1, 'yes', 'openai']"
63,"['d3_27_grammar', 536, 1, 1, 'yes', 'mistral']"
64,"['d3_27_grammar', 536, 1, 1, 'yes', 'meta']"
65,"['d3_27_grammar', 536, 1, 1, 'yes', 'gpt4']"
66,"['d3_27_grammar', 450, 1, 1, 'yes', 'meta']"
67,"['d3_27_grammar', 450, 1, 1, 'yes', 'openai']"
68,"['d3_27_grammar', 450, 1, 1, 'yes', 'mistral']"
69,"['d3_27_grammar', 450, 1, 1, 'yes', 'gpt4']"
70,"['d3_27_grammar', 182, 1, 1, 'yes', 'meta']"
71,"['d3_27_grammar', 182, 1, 1, 'yes', 'openai']"
72,"['d3_27_grammar', 182, 1, 1, 'yes', 'mistral']"
73,"['d3_27_grammar', 182, 1, 1, 'yes', 'gpt4']"
74,"['d3_27_grammar', 486, 1, 0, 'no', 'mistral']"
75,"['d3_27_grammar', 486, 1, 0, 'no', 'meta']"
76,"['d3_27_grammar', 486, 1, 0, 'no', 'openai']"
77,"['d3_27_grammar', 486, 1, 0, 'no', 'gpt4']"
78,"['d3_27_grammar', 668, 0, 0, 'no', 'openai']"
79,"['d3_27_grammar', 668, 0, 0, 'no', 'mistral']"
80,"['d3_27_grammar', 668, 0, 0, 'no', 'meta']"
81,"['d3_27_grammar', 668, 0, 1, 'yes', 'gpt4']"
82,"['d3_27_grammar', 5, 1, 1, 'yes', 'meta']"
83,"['d3_27_grammar', 5, 1, 1, 'yes', 'openai']"
84,"['d3_27_grammar', 5, 1, 1, 'yes', 'mistral']"
85,"['d3_27_grammar', 5, 1, 1, 'yes', 'gpt4']"
